INVESTMENT_ID,CUSTOMER_ID,ASSET_CLASS,INVESTMENT_AMOUNT,CURRENT_VALUE,INVESTMENT_DATE,UPDATED_AT
01fa503b-07a3-46dc-a709-a4087f8448d0,be0bc566-0bce-46e0-8a66-8901f8818bfa,Crypto,45246.56,104706.06,2023-03-26,2025-03-15 13:16:53
3d0fae05-39eb-451c-89ef-90373b04b4f5,df3bba49-b92e-43ca-9bba-a512722a8d65,Bond,67652.06,122458.3,2023-08-03,2025-03-15 13:16:53
8d0895b7-a925-4b58-a0cf-f653ca13d0f1,3750c418-6165-4e17-85e9-138186b54c74,Bond,83306.65,19171.25,2015-07-12,2025-03-15 13:16:53
046cb287-87bf-47b3-a935-8bc735c3c9e8,cc7b1092-78f3-4ca1-a8a3-9b23d136d3a4,ETF,56030.84,85945.24,2022-05-10,2025-03-15 13:16:53
2cb90a19-2632-435d-a1c2-621452e34a65,51efdb4f-2105-4a27-a9cc-29e6fd34c4c1,ETF,53039.39,1669.73,2021-11-02,2025-03-15 13:16:53
8b28bbc9-0bcf-4a74-adcc-437de9e9e639,69713343-3205-451d-add7-31eed0d04ae5,Bond,42526.78,140359.22,2022-06-04,2025-03-15 13:16:53
f7f4e709-e4c4-486e-81ba-dc3208f66435,fe091097-ada9-4f1c-8a25-5d99f1bcda1e,Crypto,57295.7,10593.58,2015-07-21,2025-03-15 13:16:53
9d6c4c1b-cac4-4f01-b262-4c817cc1d4b1,2f7bf8a0-6171-43ab-8125-e3e36f5c9010,Mutual Fund,8043.66,82570.83,2015-11-09,2025-03-15 13:16:53
b9062342-7bf2-4410-9541-b1db9dae4847,dc75b761-ce8b-49f9-b50b-bd5cd3194bfa,Bond,41628.71,118986.28,2016-03-24,2025-03-15 13:16:53
1d9f495e-73ad-4406-99a1-78367be4f0a8,7c8d2b31-28c2-42b0-8ccf-8e793f5f97ab,Mutual Fund,47423.13,94893.65,2020-09-21,2025-03-15 13:16:53
a6452da0-ed17-4560-a2fd-a36181e7b144,771ac85b-32fb-4f0f-be7e-638728a64050,Real Estate,23186.3,11757.35,2020-10-07,2025-03-15 13:16:53
e39e7552-575c-40af-8b3e-c60772222449,a37104f1-e2cd-4001-a5c3-38cfa70cad43,Real Estate,57681.11,46087.7,2019-05-17,2025-03-15 13:16:53
9c8cd613-7948-492e-8bb0-9c35c8d3b8a2,dbff2596-c199-44f3-9666-6e5ce489bb0a,ETF,68387.43,75833.74,2016-01-03,2025-03-15 13:16:53
ede8c49a-b837-4920-b729-efd396223299,b0c0f9c1-5202-4566-a178-52a352fd415f,ETF,89544.66,33599.3,2018-08-22,2025-03-15 13:16:53
55bee4cf-134b-4b8f-9236-a50237bcfbb9,04fe1bec-d024-42ef-8667-8d9b48e56f29,Bond,96575.6,117095.18,2023-06-12,2025-03-15 13:16:53
d96a8dd4-977d-45b8-aba7-29d79b45c240,859adab9-2bf1-4136-b218-cc0512bb615f,Bond,15202.33,144425.3,2018-08-21,2025-03-15 13:16:53
50894382-2350-4169-a4b9-22c9c879c779,a7d2e970-414d-4584-a96b-23f7fe5edbd8,Mutual Fund,68694.67,4442.74,2022-12-10,2025-03-15 13:16:53
b8d3a799-2383-4d30-87c8-606cae76f0d6,6ffbcb5d-f06d-4a94-946e-0f02a8e274bb,Crypto,40145.04,49196.59,2023-12-02,2025-03-15 13:16:53
1f30dd3a-77bc-419c-a59e-43d90b630ab7,5d58778f-d156-4e68-b511-51231ffb5437,Stock,9863.19,59024.14,2015-05-22,2025-03-15 13:16:53
212a4c66-c471-429d-9ca6-6899613dbaaf,316b3b8c-5b2d-4b40-aaca-062e7cb70764,Mutual Fund,81216.74,105214.44,2015-09-12,2025-03-15 13:16:53
46083ebe-0e21-44de-8d28-718331efc057,f5cb897c-94e5-43a7-8979-0fc895a27251,ETF,32785.85,38313.74,2023-12-17,2025-03-15 13:16:53
ce852b3d-1607-468c-b25d-82e0c2f25c8d,f124b885-7867-4c76-b461-a764df18124b,Crypto,59631.68,19080.27,2015-09-25,2025-03-15 13:16:53
fa407ab7-33bf-4763-9943-ba5203f66d93,386490a6-f4e1-43aa-9a46-fe3316eb482e,Real Estate,27720.22,148228.17,2015-08-02,2025-03-15 13:16:53
21c6fb19-a717-416e-9e27-06256f29ed0e,22ade5f2-79f8-4b6b-b7ca-c00437134977,Mutual Fund,42363.66,21546.59,2023-06-10,2025-03-15 13:16:53
3bca7931-c4a7-494a-857c-6229874b10d4,594e829c-6a8e-46ea-a294-72132d33c4fd,Real Estate,72210.52,141241.88,2022-09-27,2025-03-15 13:16:53
c8a729fe-1a25-403f-bc5f-4c09a31dfc46,0b47b679-48b6-4b1d-b4c5-4dbfdc5f09f6,Mutual Fund,39977.8,18993.35,2021-07-06,2025-03-15 13:16:53
9b293fdf-d141-4b72-a397-f3fd5dab7b27,38a93d63-a4a9-46d6-9b04-2f3cb3791bea,Real Estate,90344.48,11143.7,2015-12-25,2025-03-15 13:16:53
d605d454-aded-45ca-8b45-bde269403d23,e76b5b43-c510-45c1-90b5-bd37e4abb0d5,Real Estate,93231.09,104884.52,2023-05-14,2025-03-15 13:16:53
489f85e3-68e3-416c-8edf-3d6dce76ec1a,dc58b58c-9c03-4c58-b673-02f90466f287,Mutual Fund,18579.83,142928.29,2017-07-16,2025-03-15 13:16:53
a22ff6fc-7507-46c8-9a7e-df2812e699a8,ec291172-dd13-409a-81bc-6371766ef48f,Bond,61337.4,69951.03,2020-04-03,2025-03-15 13:16:53
b3bcc5ed-9564-4d6d-9cc0-802cb5e6e6b6,e12df258-7a72-4015-b4f3-3a69d578aea2,ETF,46837.71,93028.38,2015-03-21,2025-03-15 13:16:53
09615648-0493-46e2-9150-a285eaf1c1a8,b041dd96-d0a5-4f45-9e92-bf3117442c14,Real Estate,92472.82,93418.2,2020-01-03,2025-03-15 13:16:53
4c3c6898-7a07-41d5-9224-09941c7a0cef,59e97b30-62ad-494e-9382-cd4571cb9d80,Real Estate,22511.44,101187.99,2018-11-04,2025-03-15 13:16:53
c16932d6-c307-49c2-8474-2b740e4dc79a,fd04b2d5-ea79-4f57-9829-f5097c36d65b,Mutual Fund,75450.2,101876.63,2015-01-08,2025-03-15 13:16:53
a7c1303c-c2bd-43c8-a558-1c8905a3b345,009f04c7-a551-4fe9-9e2c-e4701ed19376,Crypto,33500.13,45984.1,2017-03-20,2025-03-15 13:16:53
acdec8d8-a91d-4fb8-bc17-08c337527528,55cda2a9-d083-4caf-aefd-d967444923bf,Bond,5612.98,148053.35,2019-12-18,2025-03-15 13:16:53
f295544f-a63c-40c2-a06a-004537624f8e,247f4137-f5ad-4c57-b0f6-3cf1973dfa58,Mutual Fund,17554.27,72580.16,2017-02-10,2025-03-15 13:16:53
784efb46-db52-420c-9573-36cb90d0ac4c,27a8347d-6506-4898-b75b-32381df1ea68,ETF,60015.61,68692.92,2015-12-08,2025-03-15 13:16:53
c07a0d72-466b-4057-96b2-a74653cca59d,1e4733a0-52ad-4472-9b72-eb0f5cbc5912,Bond,26837.53,137786.73,2017-09-21,2025-03-15 13:16:53
6b65d3df-6aa4-4e63-8800-3d9371abba1a,8a582d6e-53c9-41ca-a816-d4c537ac0729,Crypto,58727.78,86417.08,2021-03-25,2025-03-15 13:16:53
90a3f45e-9499-43e7-b90d-4b78c34d75e4,8bbeb617-2fae-4d58-9195-1c8ad2ca9e2c,Bond,73113.82,110673.04,2021-01-02,2025-03-15 13:16:53
53813e71-e0f6-4ee5-822c-566b64b8c004,91ebab8b-b5df-4f2c-97c1-dbd666e8d7c2,Mutual Fund,86066.3,5219.56,2019-07-23,2025-03-15 13:16:53
a16c4595-a9f6-4c12-b1c0-1038b9a832d1,a9eb7001-9a8a-446e-9f4b-c63bd7904734,Stock,60485.27,39198.18,2016-04-09,2025-03-15 13:16:53
cecec8ab-86b8-4366-8ade-527df2aca4da,2f71dda2-945f-477c-a1a4-dbd96fe676bb,Bond,28181.07,10094.26,2018-04-10,2025-03-15 13:16:53
05926c77-43ba-4fe3-ab72-26759c3e44a1,e58f3d19-89b7-4bbc-97c4-f77af0c8df9a,Stock,68971.76,54760.69,2018-09-16,2025-03-15 13:16:53
2c164fc3-55eb-4355-8cb3-6990d8d3912a,dafb15b8-4c1a-4a5c-b151-53dada141048,Bond,49641.88,16247.16,2022-07-25,2025-03-15 13:16:53
fe0120d5-6988-4449-9e4f-4fe3e413b6ee,babef701-4d09-4e47-839d-92296eea3a11,Bond,41177.39,130960.56,2021-10-11,2025-03-15 13:16:53
5df68423-1c91-4fa5-850d-cce20c6640a2,326a24d3-4f64-4733-9681-689730ca7d2b,Stock,42214.01,22252.39,2018-09-17,2025-03-15 13:16:53
7a3d575f-df10-463c-8c05-63cef26d8f81,2cc7f9d4-2939-43fe-8202-6d97edfd24a3,Real Estate,36640.32,83993.33,2016-04-14,2025-03-15 13:16:53
ecdedb91-7dfb-454a-bbc6-8b671f20bed3,06f2fdf1-87c4-4dc9-89de-9c5c653a48c6,Real Estate,44987.65,86862.62,2020-01-29,2025-03-15 13:16:53
89192aeb-d4f7-4c7a-9829-e84ef35adda2,ea801560-bea8-4899-b9e2-46598d127d46,Stock,75788.11,13291.15,2017-02-18,2025-03-15 13:16:53
9b8d127a-9714-4da0-b5cf-be8050e4659b,2bd7f181-52c4-47fc-b2cc-988ec67ea26c,Mutual Fund,40625.01,136550.16,2023-06-01,2025-03-15 13:16:53
1d833eb2-a63c-4a2f-8f39-191d191b823b,568073e3-c61c-430b-80db-88fd1fa5b3bd,Bond,17583.55,79722.52,2022-09-10,2025-03-15 13:16:53
e8fe3662-790a-44a5-ab35-ff67b6cf552a,aba0b07e-d31e-402d-8f31-5d03ace0a59b,ETF,37551.17,50534.31,2015-05-26,2025-03-15 13:16:53
e6f2ea4f-1d65-4e3b-ba11-59c85d4ef650,fb0ee100-0693-4472-9931-c63d53b44c59,ETF,61748.76,133498.01,2022-06-30,2025-03-15 13:16:53
a9131180-4a8f-42ad-aafb-e33ec5286f64,39dee7fe-0ac5-40dc-ad5b-07044d69f5ab,Stock,71473.96,89659.71,2022-09-24,2025-03-15 13:16:53
842cd94d-87f2-435e-bca0-5b58501865f6,1eb452b7-2890-451a-a5a2-bb517b8b7fab,ETF,66291.96,45831.31,2017-07-20,2025-03-15 13:16:53
1d3e716c-98f1-437f-8ea6-ac8dce879c93,7408d8bb-933b-4e58-a7d2-07998e65a330,Bond,52701.82,104389.76,2020-03-16,2025-03-15 13:16:53
452ac39b-fdf5-4bf0-aba3-bf31d56ee29b,29e0a812-6d1d-481b-8a7c-81ac2a6b3ac4,Stock,62359.56,9488.39,2023-03-02,2025-03-15 13:16:53
1c9908a8-9211-4581-bb1d-b5ab1a87b681,ac006d06-298c-4a20-adf1-187df87ba2b1,ETF,15618.16,83869.91,2019-07-05,2025-03-15 13:16:53
c18b6cb3-2b6d-49ee-8e14-09d452d7b0b3,351dcc47-2e56-46ea-ab64-d471b9da8fee,Bond,46569.54,20354.03,2023-04-11,2025-03-15 13:16:53
8c0fdb6f-f313-4749-bd1d-ed3717e6427f,37cfd57a-58dd-4eee-932d-e29f1784cd24,ETF,34295.95,47627.97,2015-10-27,2025-03-15 13:16:53
45c6eb61-a769-4b6a-b397-3f5d2bdedd33,8ff1a3e4-9ac9-4145-8901-7f522c862e2e,Stock,25685.66,116078.94,2021-01-26,2025-03-15 13:16:53
fcee816f-e2f7-43f8-94ae-f0c18ce60ab9,ae0a0f92-72f4-411e-8c54-457ae9c5d547,Real Estate,72577.28,53723.81,2023-12-27,2025-03-15 13:16:53
ed4cec8e-104d-43e3-90d9-2f000326c66f,1910d5a0-fae3-4a41-808f-107b5208e90a,Mutual Fund,60869.28,34496.4,2021-12-10,2025-03-15 13:16:53
eff6e809-7096-4c2e-b15a-ed6a1f39b8b3,a074a446-1ea3-4c32-ac97-8776bc8f4099,Stock,10683.41,59781.35,2023-03-12,2025-03-15 13:16:53
d2b41949-e770-4ec1-bdbb-3356d8760cb0,ff1cc0a4-67f0-49d7-b688-a813921ce593,ETF,55850.14,134981.65,2020-07-16,2025-03-15 13:16:53
917ab2b8-cbdc-417d-b55a-151e2955af72,ea723b01-5e1e-42fa-931d-94e58a0b77b9,Crypto,64855.28,40809.16,2018-01-08,2025-03-15 13:16:53
9b10cf3f-881a-429e-a148-60ce579bc89f,cd63b5e4-e976-462c-a027-60aaf3c1e416,ETF,10330.85,135339.05,2019-01-13,2025-03-15 13:16:53
efaf1daf-9a27-40fa-a9d0-b028a2bb7d7e,01d55c4a-206f-4d2e-a2a5-1e01bfa3933e,Crypto,3048.28,136010.47,2022-02-02,2025-03-15 13:16:53
469cd7c8-5a4e-47f3-88fe-ccc0ca5d4e30,feac5629-e0c6-4ac5-a1b3-cc965c0a5a96,Stock,72215.66,55528.23,2023-05-01,2025-03-15 13:16:53
7a3c35ed-37b9-4680-9226-f20270b7554b,32bf884a-0ae0-47c3-9059-a66bb46309bc,ETF,37794.37,29414.45,2020-07-20,2025-03-15 13:16:53
285cc17a-e1d8-4437-8b56-bcdb30c532a3,13dda294-311d-4818-a970-21b0dd2b9e4e,Stock,74634.27,124349.57,2020-06-09,2025-03-15 13:16:53
54e7e40a-f0d1-4c2e-a665-78161f897b98,15638715-5985-40e4-8446-36898d50df33,Real Estate,14345.84,60889.25,2022-08-16,2025-03-15 13:16:53
2e92bc55-653b-4277-a060-d7838428d4b7,e88c86ac-5fd1-4815-acc2-d803223f36fe,ETF,75540.06,42900.89,2022-01-01,2025-03-15 13:16:53
58f1596e-0c2c-4356-97ea-42cff9441c32,2722ef1e-56a0-4a34-9c44-163a8d32c68c,Stock,72954.33,127404.03,2021-05-04,2025-03-15 13:16:53
1b55ede6-6658-4894-9f03-d9d31a6a0c1b,e16d7e3d-1dd5-4e70-bb82-f89f354518c3,Real Estate,43737.17,67417.75,2022-03-01,2025-03-15 13:16:53
4ce0366c-f1df-4fdb-ae84-ad97da63e0b8,49b34931-5c4d-49ac-ad01-e1d4642633d1,Stock,78007.57,124174.53,2017-12-01,2025-03-15 13:16:53
0b50b631-32a5-44f6-8c90-4ed1b4ddbf23,a1a0596a-4b5e-43a8-a72f-1cf4202402a6,Crypto,62106.13,2766.88,2023-05-27,2025-03-15 13:16:53
42005a7b-49e2-4087-8b83-10ef488f3eee,825de753-81a7-488a-b7bd-c3d48ecc0add,Bond,28482.51,18041.78,2022-07-08,2025-03-15 13:16:53
a5b7ccb5-02aa-40b1-bc1f-7f0eabaf65db,951296fe-07a4-4040-8e3d-7e366477c03b,Stock,92483.58,31203.31,2021-03-08,2025-03-15 13:16:53
842acfad-5da6-4b3e-b9d4-daf613fb37ea,917d69bb-e608-4316-87ea-88023db6760e,ETF,19498.09,137773.88,2020-06-23,2025-03-15 13:16:53
76df9eab-81e6-4300-8172-0fa2e336a88a,cf00c574-9925-4fa8-a300-2c7f44d6f511,Crypto,85353.45,143043.21,2019-02-22,2025-03-15 13:16:53
fe404d68-d59b-4179-a618-8547907f12a0,b40af3a2-d2bc-483e-9e94-2218be9e0f60,Real Estate,68099.25,112199.95,2017-07-22,2025-03-15 13:16:53
340b2735-4eca-4fdc-8e4c-422eea016ff0,f0e4b635-ecb4-4d2c-9cb7-5925786e3f33,Mutual Fund,83610.19,99208.61,2016-12-27,2025-03-15 13:16:53
6a6055b1-ab17-4098-b739-27f180851e78,6e4a0759-0259-44b1-8091-de018b96dfbc,Crypto,15487.98,148459.51,2023-11-19,2025-03-15 13:16:53
ec464deb-88a5-43cd-a7c3-4e8b7ad87b3a,c4b4a66c-ff83-45b6-8b00-9cd67dea232b,Mutual Fund,4219.25,25919.58,2015-05-17,2025-03-15 13:16:53
098b885d-98db-46cc-93ae-39acc89b8347,359608d4-1ea8-4788-a1ea-3b19b084d0f1,Bond,61015.15,78424.47,2023-09-29,2025-03-15 13:16:53
f8463796-dd28-4504-ab99-da4e5609b13f,ae22e564-f52f-4264-bfe0-06204e957b37,Bond,78883.0,4271.04,2023-02-20,2025-03-15 13:16:53
205319a4-1170-45ec-b7b1-45a3ad1af7a6,59e6e5a8-e559-4575-b5d3-60b6c0031a7d,Mutual Fund,44774.53,67130.38,2015-12-20,2025-03-15 13:16:53
ecbacb43-931a-4b7e-b49a-c5a83edb1105,12b089d3-4eab-4fa7-8aef-b8cbca4e5d45,Mutual Fund,20511.49,103137.69,2022-03-26,2025-03-15 13:16:53
aebfd531-9129-4a8a-8906-2100d5a84296,89b11dc2-d663-4cee-837a-ed43f78da669,Crypto,41211.3,15304.69,2018-01-21,2025-03-15 13:16:53
669e4bdd-cbc1-4c4d-9713-14532faf5685,4d1a5082-6e67-42b1-addb-11b4c186f51c,Stock,96887.62,47190.89,2015-08-05,2025-03-15 13:16:53
8449b8f7-fa6b-41e5-a950-4fc569133941,e5a63ec6-df44-401d-94bd-86cf8b949c08,Crypto,11665.0,111883.77,2021-12-03,2025-03-15 13:16:53
cb40187f-6aae-4f93-bf67-2cdcb32adbe1,37345eca-3a58-4ded-8afc-b620d307d0f9,ETF,5367.95,34922.57,2016-10-16,2025-03-15 13:16:53
53e48a92-c7d9-4f8f-aa59-869decc56857,3bcda336-00e4-46f5-b524-1a08e25ad397,Stock,81053.83,12197.69,2020-01-01,2025-03-15 13:16:53
462096f7-9c12-4c6a-873d-89a0333eb9d4,a942e9ec-d6b0-47cb-af2a-b5fbfee8272a,Bond,16869.73,13482.22,2016-02-16,2025-03-15 13:16:53
abe56928-71b7-4ce8-ab46-75e23124c128,8601476e-1c62-405a-a38d-4ab72b9fdc2e,Bond,85027.36,11908.85,2022-10-16,2025-03-15 13:16:53
f4dbcf2a-7c29-4fe9-bc2f-ac7f153ed23c,55621315-788b-4825-8c07-fba7e54b7b35,Mutual Fund,29447.9,7121.82,2021-06-18,2025-03-15 13:16:53
106d02ae-396c-4fc3-ba21-be7b062c72ea,86f9ae5e-b5c3-4283-86c3-e962b34e77be,Bond,90635.93,27155.06,2022-05-18,2025-03-15 13:16:53
7ebcf093-4701-4df5-9e6d-b0a850192b90,6ab84574-2291-41ea-8fac-92d1415a6dc2,Mutual Fund,58375.91,77729.45,2020-07-18,2025-03-15 13:16:53
bdb6f9bf-1163-4bdd-9b8f-9b4c67f99a3e,b503a59f-c1bb-42e2-b53b-ea8bec9b95ab,Bond,76004.59,13366.91,2015-12-06,2025-03-15 13:16:53
b1ae1c7f-cf38-42a4-bf1b-4587af2cb709,e450195f-4183-41ef-90b9-005b78300cc1,Stock,10075.34,4695.57,2015-09-05,2025-03-15 13:16:53
2f000be8-29f7-42fc-9ce6-cab17a4c7ce6,c54ef72c-dfe8-4a25-a2e4-d511ec4ae9b0,Crypto,43727.86,61538.61,2019-02-17,2025-03-15 13:16:53
d61d1ab0-bdeb-437a-9177-da065b605f6c,9fe75123-be09-4d40-996c-9e107a7b31a5,Stock,84060.92,140024.66,2019-02-20,2025-03-15 13:16:53
99b7e78f-1a2f-40d9-9151-865e2763bc48,7e2219d3-b3ee-4a92-892d-fe3eeb89aded,Real Estate,60712.99,85043.44,2022-05-04,2025-03-15 13:16:53
ea74a279-a89b-452f-aa44-67dc5cad6e5e,fde8c5de-b581-4e4e-90b4-d0f676d6024e,Mutual Fund,43884.31,147187.17,2023-02-26,2025-03-15 13:16:53
9a80c4b6-2e11-43fd-8d33-393601bd18d0,9f6706aa-3eb6-420e-8023-dadeeb115d13,ETF,61870.77,57990.84,2023-07-18,2025-03-15 13:16:53
d033c77e-fc9f-4ae4-b179-727670d241fa,ebb91a7e-c21f-4bfe-8e5b-8dcc707e0b25,Mutual Fund,34971.38,76407.81,2020-08-07,2025-03-15 13:16:53
05a2cf7f-7a1a-408b-a88d-5fde41d3815b,853e059c-0c73-4f86-bd52-ce65881f8453,Crypto,15573.89,102197.58,2015-04-08,2025-03-15 13:16:53
7396d281-b6e8-47a9-9656-c187567adbcb,5ce1996f-21f5-4507-9bf3-7da4aac24002,Crypto,42457.68,144613.31,2021-01-12,2025-03-15 13:16:53
79f97b3a-a390-43a9-a792-9cc5ea6b316b,a208bf1c-9407-4c6d-a0c4-b384c1c796e9,Mutual Fund,19690.31,28134.12,2018-04-08,2025-03-15 13:16:53
c0a7b568-de45-4083-9782-5620391d2f9d,83302980-dcab-42de-a387-4bdc12b014d3,Crypto,75538.51,103240.91,2021-09-08,2025-03-15 13:16:53
07f15245-7bd6-4e97-93af-219a9f0044b0,82e2632c-f9aa-42c2-9ee7-ce7d565b5f56,Real Estate,61180.88,30011.38,2019-02-18,2025-03-15 13:16:53
cafe8d9d-ab55-44b6-bbae-3302408b9941,8e76c212-3199-4e09-91cd-741cf1991b63,ETF,15252.67,13233.83,2019-03-11,2025-03-15 13:16:53
e862ea56-7973-4ecd-bc39-57fe3bc3c470,76b4835c-ba1e-4393-baee-f6533d710bf6,Bond,14410.37,120166.84,2018-06-13,2025-03-15 13:16:53
dead167c-ead1-490b-bf10-0140d8bad6a1,49fa35f1-ca46-42d9-ad59-5cb48ff64001,Crypto,92518.57,62169.23,2023-09-23,2025-03-15 13:16:53
06b815ab-c0bc-4aac-9dd9-c75a22f6a08c,6cb8d85e-97a9-43f4-b687-df99d0bb20b4,Mutual Fund,42938.95,137892.63,2015-10-29,2025-03-15 13:16:53
07f9a28e-e9bd-4634-ab42-f7d78206637e,764867f9-fa9c-4d2a-8560-57e7805a6b47,Crypto,53490.85,10617.91,2016-07-21,2025-03-15 13:16:53
478da470-d128-420a-933f-8835d4cd76bc,8c244e1e-9e80-4585-b3c5-d32394be7e5e,Bond,77624.26,60876.62,2021-10-30,2025-03-15 13:16:53
306740ce-ea88-4a94-bdfb-d0cc5690f792,209a80ec-928a-4b75-99bb-e8ff6a96cd59,Bond,59880.68,118097.53,2022-12-30,2025-03-15 13:16:53
0acebfd9-5fdd-402a-98ad-4edb36855355,0843c4be-910b-4311-97a0-f699bc90af38,Real Estate,67574.74,92279.83,2018-04-07,2025-03-15 13:16:53
c0dd0ba6-8e53-483a-8c24-b82fff3c3dfa,978212cf-d326-433e-9afc-6685c46b58cd,Bond,48381.2,142766.12,2022-08-10,2025-03-15 13:16:53
9d80a33f-fcc7-41aa-8ba8-880cec9f1881,6c7d38e4-6cd2-48f8-81b2-6bc46cf6a1ae,Stock,86022.48,135058.86,2015-05-27,2025-03-15 13:16:53
43358b7c-2178-4e2d-860f-985f0238d08d,2338b737-348a-4df2-a9c8-80055c8bd95e,Crypto,12833.33,89171.24,2021-02-10,2025-03-15 13:16:53
8cf54367-5b9a-46ef-85f0-71632e46cafe,6298c423-29f9-4211-8cef-c5b8f0febe10,Stock,65954.72,52923.87,2016-12-28,2025-03-15 13:16:53
cf637d34-f8cf-4b7e-9cee-61f57caade6e,ad1cce3e-5fc2-4056-9198-d631e2ed663e,Mutual Fund,41179.66,44987.67,2022-08-11,2025-03-15 13:16:53
ad86d9c3-e549-4dbd-82f0-02f909ee3ae3,2ff4153f-0e4f-470e-8a42-236b72e9be91,Stock,49106.24,73241.41,2015-06-14,2025-03-15 13:16:53
38283485-1cda-413b-af4b-4202bb618330,9b2ea59f-1a8e-4f71-bddc-d3c8ad511b18,Crypto,78419.83,145577.96,2019-08-24,2025-03-15 13:16:53
30eadcfd-c524-4e81-9f96-f01ab739fb56,8c38cd02-7cff-4d0b-af02-bda98efce80a,Real Estate,37352.0,110116.01,2015-02-13,2025-03-15 13:16:53
7e5df38e-890d-4be6-a730-f503107e1c3d,3501ea3a-8e7d-4f3a-b1b4-171b4990ae79,Crypto,8753.88,121020.39,2020-12-13,2025-03-15 13:16:53
7bf43a47-aebf-43ff-b3be-4b70371a27f5,1ce49e5a-9195-4dda-863b-1c662584785b,ETF,5620.2,39999.39,2018-09-29,2025-03-15 13:16:53
1522fd2b-ca2d-49bc-9628-7a7c4b08b02f,b354efb9-0d7c-4dbb-a5c1-bb58b19e3f39,Real Estate,45802.33,26943.37,2021-03-05,2025-03-15 13:16:53
5719d9be-072f-477b-9ebf-28298e932223,b81ac5e1-32f8-4654-b923-80897dd67549,Stock,92473.4,37425.41,2021-11-15,2025-03-15 13:16:53
bc58d4ac-2664-45b1-b112-453cbf98eb09,ec67bbe1-dcaf-4412-9e4f-4779cb60a0a5,Mutual Fund,86187.23,117094.47,2019-04-18,2025-03-15 13:16:53
052d4ee4-1746-451c-b77e-94f55a8b5abf,cf35dd0f-0fa5-4db1-b699-b200c2b34409,Crypto,48089.3,108772.85,2023-05-17,2025-03-15 13:16:53
6203d617-c8f6-4c3a-8600-9818f1dd2315,63618b00-117d-417d-a35f-847e2d325e8b,ETF,98446.41,45965.63,2017-04-23,2025-03-15 13:16:53
080348d3-a2c6-4d9b-af94-71c510e290a3,b8530afd-04b6-4930-8069-d179ac4f7cf2,Bond,64937.14,50635.04,2020-03-06,2025-03-15 13:16:53
3664e5f1-e8aa-446d-a719-5ad7fff5c283,65f8743c-a589-4869-bc78-24edc024bc90,Bond,44613.44,33715.26,2018-08-18,2025-03-15 13:16:53
ce387132-28a2-47e2-984f-8ebd9ce01add,99181978-30a4-4fb1-8521-37a064a7c3f2,Real Estate,15923.67,36614.0,2017-04-08,2025-03-15 13:16:53
05851a32-05cb-45e6-9088-be43a29193de,59e38784-ad16-42cc-a982-222fa3c4e758,Bond,2134.94,85266.31,2015-05-29,2025-03-15 13:16:53
53d0889c-c850-44a4-972a-2f65837c1480,ed676d31-e3e2-405a-b5cb-11a80e900d18,Real Estate,13421.75,117247.58,2017-06-29,2025-03-15 13:16:53
2fc69508-4372-4162-8bf3-6ea7aee65531,39b2dfb5-40d9-4be2-bed8-49d7c200f4c0,Mutual Fund,20915.11,123017.79,2015-09-20,2025-03-15 13:16:53
0b9f07c7-21f3-4ab6-b698-5a184daf92d5,da8b1136-39d5-4350-88a2-50932093be04,ETF,4518.33,62879.0,2021-11-09,2025-03-15 13:16:53
b6538078-9f80-4acb-82db-d5c56ab2e364,b48165e4-7e0c-4f45-a8da-9ff7f0e95a7a,Real Estate,60063.29,86768.21,2017-02-23,2025-03-15 13:16:53
647264fe-048f-485a-8699-80cfabf6b090,9f3304e7-37f5-4c2b-be48-aa7bec784633,Mutual Fund,60516.96,108908.73,2020-01-07,2025-03-15 13:16:53
6280df8c-2081-4faa-9437-4dba43380c9a,2cf463ac-e75e-4cb0-9232-d335467ee348,Real Estate,38296.22,121020.68,2023-03-10,2025-03-15 13:16:53
7b7aec7c-3573-4f83-89a0-9072774dc247,67769fb9-1a04-477e-b1ef-af0ca5298adb,Crypto,32845.65,70062.34,2020-03-28,2025-03-15 13:16:53
1f94714f-aae3-4d6e-b2d3-ecce917fa8e0,e3ee09eb-1570-4ddd-b311-93ae36f91f6c,ETF,11143.45,55404.35,2017-02-16,2025-03-15 13:16:53
e753b9c4-bf15-49e8-80e5-1850cb95e466,8e4f6a3b-7498-4bef-948b-1649cd5c968d,Real Estate,60091.56,121039.26,2021-02-21,2025-03-15 13:16:53
e71860c9-ba57-4e15-8765-ac194b1da4c6,ee46519b-46a8-48b8-86e1-ece3d5fd1bb1,ETF,99828.8,98675.32,2020-11-03,2025-03-15 13:16:53
c5916b83-3cd0-425a-a5d0-ba895123bd38,16e122e5-7425-4fc1-85bd-5cffe9ed62b2,Crypto,3045.97,130498.58,2021-01-27,2025-03-15 13:16:53
793be8af-6667-4409-80e3-a765bd50e7c5,a7557ac1-802a-4ae8-98e0-37f2f3725ddc,Stock,27746.98,86226.01,2016-03-18,2025-03-15 13:16:53
bb08a3dd-1aa5-4cfa-8751-45cac9ccc5d9,98946890-828b-45b1-9e93-9c06ab6d615a,Stock,24246.45,130565.47,2017-07-28,2025-03-15 13:16:53
061ddd88-862d-4bc9-aba9-7ca0faa262cb,eaff44db-3701-4ec2-8104-f75ae4a59b92,Crypto,76873.76,99031.42,2020-03-05,2025-03-15 13:16:53
